90고8964,KNFSTZ76BGK059650,2016 (20160408),D4CB,경유,51957 (불분명),2497,자가용,오토,흰색 (변경),화물 (3인승),상세,법인,-,기아 봉고3 1톤 윙바디 킹캡 CRDI,열선시트,980
40하7323,KNAMB81ABHS265138,2017 (20160804),D4HB,경유,74820 (불분명),2199,렌터카,오토,은색 (변경),승용 (9인승),상세,법인,-,기아 올 뉴 카니발 (14년~18년) 9인승 럭셔리,크루즈컨트롤///스마트키///하이패스내장룸미러///열선시트///통풍시트,"1,560"
66하7401,KMHD741DBGU006988,2016 (20151228),G4FD,휘발유,78603 (불분명),1591,렌터카,오토,흰색 (변경),승용 (5인승),상세,법인,-,현대 아반떼 AD (15년~18년) 1.6 GDI 스마트,자동AC///열선시트,860
69하2681,KMHD641UGHU197444,2017 (20160523),D4FB,경유,124150 (불분명),1582,렌터카,오토,은색 (변경),승용 (5인승),상세,법인,-,현대 아반떼 AD (15년~18년) 1.6 e-VGT 스타일,,740
40호2855,KNAGX411BHA125403,2017 (20160922),G4ND,휘발유,53056 (불분명),1999,렌터카,오토,기타 (변경),승용 (5인승),상세,법인,-,기아 K5 2세대 (15년~18년) 2.0 MX 프레스티지,NAVI///자동AC///크루즈컨트롤///스마트키///하이패스내장룸미러///열선시트///통풍시트///운전석///조수석,"1,120"
61너0482,KNABD911BGT309216,2016 (20160531),G3LA,휘발유,26268 (불분명),998,자가용,오토,흰색 (변경),승용 (2인승),상세,법인,-,기아 더 뉴 모닝 (15년~16년) 밴 기본형,,300
38부8180,KNALB41ABHA086024,2017 (20170524),D4HB,경유,66586 (불분명),2199,자가용,오토,흰색 (변경),승용 (5인승),상세,법인,-,기아 올 뉴 K7(16년~현재) 2.2 디젤 리미티드,NAVI///자동AC///HID///크루즈컨트롤///스마트키///어라운드뷰///파워트렁크///HUD///후측방경보///LDWS///하이패스내장룸미러///정품///열선시트///메모리시트///통풍시트///운전석///조수석,"2,470"
54호2148,KMHSW81XDFU448951,2015 (20150102),D4HB,경유,184345 (불분명),2199,렌터카,오토,흰색 (변경),승용 (5인승),상세,법인,-,현대 싼타페(DM) (12년~15년) 4WD (2.2 e-VGT) 프리미엄,NAVI///자동AC///크루즈컨트롤///스마트키///하이패스내장룸미러///열선시트///통풍시트///운전석,"1,340"
46하2909,KMHE341CBHA336107,2017 (20170111),G4ND,휘발유,47760 (불분명),1999,렌터카,오토,검정 (변경),승용 (5인승),상세,법인,Y,현대 LF 쏘나타 (14년~현재) 2.0 스마트 스페셜,NAVI///자동AC///크루즈컨트롤///스마트키///후측방경보///하이패스내장룸미러///열선시트///통풍시트///운전석///조수석,"1,360"
59호7814,KNAFK412BHA716683,2017 (20170303),G4FD,휘발유,27449 (불분명),1591,렌터카,오토,기타 (변경),승용 (5인승),상세,면세사업자,-,기아 더 뉴 K3 (15년~18년) 트렌디 스타일,NAVI///자동AC///HID///스마트키///열선시트,890
59허1327,KPBXH3AR1FP013374,2015 (20150422),173910,휘발유,148161 (불분명),1597,렌터카,오토,흰색 (변경),승용 (5인승),상세,법인,-,쌍용 티볼리 (15년~현재) 가솔린 2WD VX,자동AC///크루즈컨트롤///스마트키///열선시트,720
40구5246,WAUZZZ4G3GN019452,2016 (20150715),CRT,경유,65623 (불분명),2967,자가용,오토,검정 (변경),승용 (5인승),상세,법인,-,아우디 NEW A6 40 TDI 콰트로 스포츠 C7 (14년~현재),NAVI///DIS///자동AC///HID///크루즈컨트롤///스마트키///파워트렁크///HUD///정품///열선시트///메모리시트///운전석///조수석,"2,580"
58호2579,KMHSW81XDFU485982,2015 (20150324),D4HB,경유,49612 (불분명),2199,렌터카,오토,기타 (변경),승용 (7인승),상세,법인,-,현대 싼타페(DM) (12년~15년) 4WD (2.2 e-VGT) 익스클루시브 기본형,NAVI///자동AC///HID///크루즈컨트롤///스마트키///파워트렁크///하이패스내장룸미러///정품///열선시트///메모리시트///통풍시트///운전석///조수석,"1,540"
27호7649,KMHE241CBGA186687,2016 (20151023),G4ND,휘발유,132483 (불분명),1999,렌터카,오토,검정 (변경),승용 (5인승),상세,면세사업자,-,현대 LF 쏘나타 (14년~현재) 2.0 스타일 스페셜,NAVI///스마트키///하이패스내장룸미러///열선시트,800
59허3460,KPBXH3AR1GP062864,2016 (20151223),173910,휘발유,110141 (불분명),1597,렌터카,오토,흰색 (변경),승용 (5인승),상세,법인,-,쌍용 티볼리 (15년~현재) 가솔린 2WD VX,자동AC///크루즈컨트롤///스마트키///열선시트,680
48거9743,KMHJN81VP8U913787,2008 (20080724),-,경유,197347 (불분명),0,자가용,오토,기타 (변경),승용 (5인승),상세,법인,-,현대 투싼 (04년~09년) 디젤(VGT) 2WD MX 고급형,자동AC///열선시트,100
58호8010,KNAPK81BBFA078365,2015 (20150416),D4HB,경유,172361 (불분명),2199,렌터카,오토,기타 (변경),승용 (5인승),상세,법인,-,기아 올 뉴 쏘렌토 (14년~17년) 디젤 2.2 2WD 노블레스 스페셜,NAVI///자동AC///HID///크루즈컨트롤///스마트키///파워트렁크///하이패스내장룸미러///열선시트///메모리시트///통풍시트///운전석///조수석,"1,720"
66호5883,KNAPL813DGK092760,2016 (20160422),D4HA,경유,141611 (불분명),1995,렌터카,오토,은색 (변경),승용 (5인승),상세,법인,-,기아 스포티지 4세대 (15년~18년) 디젤 2.0 4WD 트렌디,,920
21호5248,KMHE241CBGA208129,2016 (20151216),G4ND,휘발유,140493 (불분명),1999,렌터카,오토,검정 (변경),승용 (5인승),상세,면세사업자,-,현대 LF 쏘나타 (14년~현재) 2.0 스타일 스페셜,NAVI///스마트키///하이패스내장룸미러///열선시트,770
66호8085,KMHD641UGGU077738,2016 (20151231),D4FB,경유,97463 (불분명),1582,렌터카,오토,검정 (변경),승용 (5인승),상세,법인,-,현대 아반떼 AD (15년~18년) 1.6 e-VGT 스타일,,680
66호4520,KMHD641LBGU092378,2016 (20160120),L4FA,LPG,115873 (불분명),1591,렌터카,오토,은색 (변경),승용 (5인승),상세,법인,-,현대 아반떼 AD (15년~18년) 1.6 LPI 스타일,,560
40호9492,KNAP6815GGK155356,2016 (20160803),D4FD,경유,85774 (불분명),1685,렌터카,오토,검정 (변경),승용 (5인승),상세,법인,-,기아 스포티지 4세대 (15년~18년) 디젤 1.7 2WD 노블레스,크루즈컨트롤///스마트키///하이패스내장룸미러///열선시트,"1,220"
56하9372,KMHF341EBJA150324,2018 (20180308),G6DL,휘발유,73589 (불분명),2999,렌터카,오토,검정 (변경),승용 (5인승),상세,면세사업자,-,현대 그랜져 IG (16년~현재) 3.0 가솔린 익스클루시브 스페셜,NAVI///자동AC///HID///크루즈컨트롤///스마트키///어라운드뷰///파워트렁크///후측방경보///하이패스내장룸미러///열선시트///메모리시트///통풍시트///운전석///조수석,"2,190"
59허3270,KLYDC487DGC012396,2016 (20151023),L5Q,휘발유,129512 (불분명),999,렌터카,오토,흰색 (변경),승용 (5인승),상세,법인,-,쉐보레(한국GM) 더 넥스트 스파크(15년~현재) LT 플러스,열선시트,220
68하9514,KMHJ2815GGU170360,2016 (20160128),D4FD,경유,192488 (불분명),1685,렌터카,오토,검정 (변경),승용 (5인승),상세,법인,-,현대 올 뉴 투싼 (15년~현재) 디젤 1.7 2WD 스타일,열선시트,960
66호9652,KNAPN815GGK022097,2016 (20151203),D4FD,경유,84529 (불분명),1685,렌터카,오토,검정 (변경),승용 (5인승),상세,법인,-,기아 스포티지 4세대 (15년~18년) 디젤 1.7 2WD 트렌디,NAVI///스마트키///열선시트,"1,120"
46호2618,KNABE511BGT436942,2016 (20170117),G3LA,휘발유,109250 (불분명),998,렌터카,오토,기타 (변경),승용 (5인승),상세,법인,-,기아 더 뉴 모닝 (15년~16년) 디럭스,크루즈컨트롤///열선시트,420
61너0284,KNABD911BGT310043,2016 (20160601),G3LA,휘발유,42447 (불분명),998,자가용,오토,흰색 (변경),승용 (2인승),상세,법인,-,기아 더 뉴 모닝 (15년~16년) 밴 기본형,,290
51오2373,KNABA24438T543499,2008 (20080104),-,휘발유,140044 (불분명),999,자가용,오토,흰색 (변경),승용 (5인승),상세,법인,-,기아 모닝 (04년~08년) LX고급형,열선시트,60
71하9687,KMJWA37KBHU851892,2017 (20160711),D4CB,경유,54846 (불분명),2497,렌터카,오토,회색 (변경),승합 (12인승),상세,법인,-,현대 그랜드 스타렉스 (07년~현재) 12인승 웨건 CVX 스마트,하이패스내장룸미러///열선시트,"1,240"
66호2545,KMHD641LBGU066371,2016 (20160113),L4FA,LPG,114856 (불분명),1591,렌터카,오토,은색 (변경),승용 (5인승),상세,법인,-,현대 아반떼 AD (15년~18년) 1.6 LPI 스타일,,600
46구1084,KMHEB41ABDA534098,2013 (20130208),G4ND,휘발유,211117 (불분명),1999,자가용,오토,은색 (변경),승용 (5인승),상세,법인,-,현대 쏘나타 더 블릴리언트 (12년~14년) CVVL 블루세이버,크루즈컨트롤///스마트키///하이패스내장룸미러///열선시트,280
69호6923,KMHD641UGHU226728,2017 (20160615),D4FB,경유,113511 (불분명),1582,렌터카,오토,기타 (변경),승용 (5인승),상세,법인,-,현대 아반떼 AD (15년~18년) 1.6 e-VGT 스타일,,800
46호2443,KMHF241EBHA024147,2017 (20170113),G6DL,휘발유,34565 (불분명),2999,렌터카,오토,검정 (변경),승용 (5인승),상세,법인,Y,현대 그랜져 IG (16년~현재) 3.0 가솔린 익스클루시브,NAVI///자동AC///크루즈컨트롤///스마트키///후측방경보///LDWS///하이패스내장룸미러///열선시트///메모리시트///통풍시트///운전석///조수석,"1,820"
24구7614,KMHF341EBHA008847,2017 (20161212),G6DL,휘발유,88514 (불분명),2999,자가용,오토,검정 (변경),승용 (5인승),상세,면세사업자,-,현대 그랜져 IG (16년~현재) 3.0 가솔린 익스클루시브 스페셜,NAVI///자동AC///HID///크루즈컨트롤///스마트키///어라운드뷰///파워트렁크///HUD///후측방경보///LDWS///하이패스내장룸미러///정품///열선시트///메모리시트///통풍시트///운전석///조수석,"1,930"
68하6146,KNABE511BGT274224,2016 (20160321),G3LA,휘발유,57233 (불분명),998,렌터카,오토,은색 (변경),승용 (5인승),상세,법인,-,기아 더 뉴 모닝 (15년~16년) 디럭스,자동AC///크루즈컨트롤///하이패스내장룸미러///열선시트,400
68호3641,KNACJ813EGT136860,2016 (20160426),G3LB,휘발유,48130 (불분명),998,렌터카,오토,은색 (변경),승용 (5인승),상세,법인,-,기아 레이 (11년~17년) 터보,열선시트,660
71호9223,KMJWA37KBHU859867,2017 (20160801),D4CB,경유,156591 (불분명),2497,렌터카,오토,흰색 (변경),승합 (12인승),상세,법인,-,현대 그랜드 스타렉스 (07년~현재) 12인승 웨건 CVX 스마트,하이패스내장룸미러///열선시트,"1,140"
142더1741,KMHSU81UBGU609392,2016 (20151216),D4HA,경유,159727 (불분명),1995,렌터카,오토,기타 (변경),승용 (5인승),상세,법인,-,현대 싼타페 더 프라임 (15년~18년) 디젤 2.0 2WD 모던,크루즈컨트롤///스마트키///하이패스내장룸미러///열선시트,"1,150"
69호2387,KMHD641DBHU220549,2017 (20160701),G4FD,휘발유,44173 (불분명),1591,렌터카,오토,은색 (변경),승용 (5인승),상세,법인,-,현대 아반떼 AD (15년~18년) 1.6 GDI 스타일,,800
59허3257,KLYDC487DGC012006,2016 (20151023),L5Q,휘발유,137752 (불분명),999,렌터카,오토,흰색 (변경),승용 (5인승),상세,법인,-,쉐보레(한국GM) 더 넥스트 스파크(15년~현재) LT 플러스,열선시트,260
01주7762,KNALB415BGA007538,2016 (20160322),G4KJ,휘발유,151250 (불분명),2359,렌터카,오토,검정 (변경),승용 (5인승),상세,법인,-,기아 올 뉴 K7(16년~현재) 2.4 GDI 프레스티지,NAVI///자동AC///크루즈컨트롤///스마트키///하이패스내장룸미러///열선시트///통풍시트///운전석///조수석,"1,190"
380오4645,KMHD641UGHU327398,2017 (20161128),D4FB,경유,138733 (불분명),1582,렌터카,오토,은색 (변경),승용 (5인승),상세,법인,-,현대 아반떼 AD (15년~18년) 1.6 e-VGT 스타일,,690
28오1853,KNACF911BET083514,2014 (20140522),G3LA,휘발유,94898 (불분명),998,자가용,오토,은색 (변경),승용 (2인승),상세,법인,-,기아 레이 (11년~17년) 밴 고급형,,320
63다9789,KMHFC41BP9A432998,2009 (20090330),G6EA,휘발유,138274 (불분명),2656,자가용,오토,은색 (변경),승용 (5인승),상세,법인,-,현대 그랜져TG 뉴 럭셔리 (08년~09년) Q270 프리미어 기본형,자동AC///HID///열선시트///운전석///조수석,160
380오4645,KMHD641UGHU327398,2017 (20161128),D4FB,경유,138733 (불분명),1582,렌터카,오토,은색 (변경),승용 (5인승),상세,법인,-,현대 아반떼 AD (15년~18년) 1.6 e-VGT 스타일,,690
40하7116,KMHD641DBHU259078,2017 (20160729),G4FD,휘발유,24564 (불분명),1591,렌터카,오토,은색 (변경),승용 (5인승),상세,법인,Y,현대 아반떼 AD (15년~18년) 1.6 GDI 스타일,,800
40하2862,KMHE341CBHA281005,2017 (20160721),G4ND,휘발유,83428 (불분명),1999,렌터카,오토,검정 (변경),승용 (5인승),상세,법인,-,현대 LF 쏘나타 (14년~현재) 2.0 프리미엄,NAVI///자동AC///HID///크루즈컨트롤///스마트키///하이패스내장룸미러///열선시트///통풍시트///운전석///조수석,"1,140"
28소3836,KMHGK41DBEU081527,2014 (20130930),G6DJ,휘발유,113907 (불분명),3778,자가용,오토,검정 (변경),승용 (5인승),상세,법인,-,현대 에쿠스 (신형) (09년~15년) VS380 프레스티지,NAVI///DIS///뒷좌석모니터///자동AC///HID///크루즈컨트롤///스마트키///어라운드뷰///파워트렁크///HUD///후측방경보///LDWS///하이패스내장룸미러///열선시트///메모리시트///통풍시트///운전석///조수석///ECS,"2,000"
60호2921,KNAB3511BHT131703,2017 (20170920),G3LA,휘발유,34204 (불분명),998,렌터카,오토,흰색 (변경),승용 (5인승),상세,면세사업자,-,기아 All New 모닝(JA) (17년~현재) 럭셔리 기본,크루즈컨트롤///스마트키///열선시트,710
46하8350,KNMA4C2CMGP009065,2016 (20161125),M4RN,LPG,84263 (불분명),1998,렌터카,오토,은색 (변경),승용 (5인승),상세,법인,-,르노삼성 SM6(16년~현재) 2.0 LPe SE 렌터카,NAVI///자동AC///스마트키///하이패스내장룸미러///열선시트///운전석,"1,200"
30호9372,KMHCS41BEEU639404,2014 (20140113),G4LC,휘발유,84749 (불분명),1368,렌터카,오토,은색 (변경),승용 (5인승),상세,법인,-,현대 엑센트(신형) (10년~현재) 1.4 VVT 스마트,,400
69호6873,KMHFH41NBHA569930,2017 (20160526),L6DB,LPG,173016 (불분명),2999,렌터카,오토,은색 (변경),승용 (5인승),상세,법인,-,현대 그랜져 HG (11년~16년) LPG HG300 익스클루시브,NAVI///자동AC///HID///크루즈컨트롤///스마트키///하이패스내장룸미러///열선시트///메모리시트///통풍시트///운전석///조수석,"1,340"
46하8747,KNAMB81ABHS297352,2017 (20161206),D4HB,경유,131002 (불분명),2199,렌터카,오토,은색 (변경),승용 (9인승),상세,법인,-,기아 올 뉴 카니발 (14년~18년) 9인승 럭셔리,NAVI///자동AC///크루즈컨트롤///스마트키///하이패스내장룸미러///열선시트///통풍시트,"1,180"
40호2161,KNAGS411BHA121834,2017 (20160906),G4ND,휘발유,44027 (불분명),1999,렌터카,오토,검정 (변경),승용 (5인승),상세,법인,-,기아 K5 2세대 (15년~18년) 2.0 MX 럭셔리,크루즈컨트롤///스마트키///하이패스내장룸미러///열선시트,"1,040"
50두4366,KNABA24436T289633,2006 (20060316),G4HE,휘발유,180014 (불분명),999,자가용,오토,빨강 (변경),승용 (5인승),상세,법인,-,기아 모닝 (04년~08년) LX스페셜,열선시트,30
05더4234,JNKCV51E36M100051,2006 (20060126),VQ35,휘발유,180435 (불분명),3498,자가용,오토,은색 (변경),승용 (5인승),상세,법인,-,인피니티 G35 세단,자동AC///HID///크루즈컨트롤///정품///열선시트///운전석///조수석,30
66두5471,KNACF911BET084945,2014 (20140529),G3LA,휘발유,34704 (불분명),998,자가용,오토,은색 (변경),승용 (2인승),상세,법인,-,기아 레이 (11년~17년) 밴 고급형,,385
46하8464,KLAZA69XDHB736584,2017 (20161130),LTG,휘발유,54538 (불분명),1998,렌터카,오토,검정 (변경),승용 (5인승),상세,법인,-,쉐보레(한국GM) 올 뉴 말리부(16년~현재) 2.0 터보 LT 프리미엄,NAVI///자동AC///크루즈컨트롤///스마트키///하이패스내장룸미러///열선시트///메모리시트///운전석///조수석,"1,100"
28오1767,KNACF911BET085010,2014 (20140522),G3LA,휘발유,68443 (불분명),998,자가용,오토,은색 (변경),승용 (2인승),상세,법인,-,기아 레이 (11년~17년) 밴 고급형,,355
40호2761,KMHD741DBHU275052,2017 (20160926),G4FD,휘발유,33035 (불분명),1591,렌터카,오토,은색 (변경),승용 (5인승),상세,법인,Y,현대 아반떼 AD (15년~18년) 1.6 GDI 스마트,자동AC///하이패스내장룸미러///열선시트,920
265소8974,KMHCT51UGHU294849,2017 (20160530),D4FB,경유,102243 (불분명),1582,렌터카,오토,흰색 (변경),승용 (5인승),상세,법인,-,현대 엑센트(신형) (10년~현재) 위트 1.6 VGT 모던,하이패스내장룸미러///열선시트,460
46하2625,KMHD641UGHU340512,2017 (20170106),D4FB,경유,76770 (불분명),1582,렌터카,오토,흰색 (변경),승용 (5인승),상세,법인,-,현대 아반떼 AD (15년~18년) 1.6 e-VGT 스마트,하이패스내장룸미러///열선시트,820
59허3188,KNAGS416BGA003644,2016 (20151022),L4NA,LPG,137401 (불분명),1999,렌터카,오토,흰색 (변경),승용 (5인승),상세,법인,-,기아 K5 2세대 (15년~18년) LPI MX 럭셔리,,620
20나1244,KMHFF41CBEA378072,2014 (20140313),G4KJ,휘발유,122194 (불분명),2359,렌터카,오토,검정 (변경),승용 (5인승),상세,법인,-,현대 그랜져 HG (11년~16년) HG240 모던 기본형,NAVI///자동AC///크루즈컨트롤///스마트키///하이패스내장룸미러///열선시트///메모리시트///통풍시트///운전석///조수석,740
167하2242,KNAMC81ABLS617065,2020 (20191002),D4HB,경유,3921 (불분명),2199,렌터카,오토,흰색 (변경),승용 (9인승),상세,면세사업자,Y,기아 더 뉴 카니발(18년~현재) 디젤 9인승 프레스티지,NAVI///자동AC///크루즈컨트롤///스마트키///파워슬라이딩도어///하이패스내장룸미러///열선시트///통풍시트///운전석///조수석,"2,820"
380오4629,KNMA4C2CMHP015067,2017 (20170531),-,LPG,101639 (불분명),0,렌터카,오토,은색 (변경),승용 (5인승),상세,법인,-,르노삼성 SM6(16년~현재) 2.0 LPe SE 렌터카,스마트키///하이패스내장룸미러///열선시트///운전석,850
29모5789,KNADE22425S020133,2005 (20050524),D4FA,경유,166588 (불분명),1493,자가용,수동,기타 (변경),승용 (5인승),상세,법인,-,기아 프라이드(신형) (05년~11년) 디젤 4DR 1.5 VGT SLX,자동AC///열선시트,80
40하2358,KNAPM813DGK143114,2016 (20160713),D4HA,경유,88343 (불분명),1995,렌터카,오토,흰색 (변경),승용 (5인승),상세,법인,-,기아 스포티지 4세대 (15년~18년) 디젤 2.0 4WD 프레스티지,크루즈컨트롤///스마트키///열선시트,"1,260"
73허8721,KMJWA37KBGU745280,2016 (20150521),D4CB,경유,112772 (불분명),2497,렌터카,오토,흰색 (변경),승합 (12인승),상세,법인,-,현대 그랜드 스타렉스 (07년~현재) 12인승 웨건 CVX 럭셔리,열선시트,"1,200"
40하7220,KNALB415BGA027581,2016 (20160802),G4KJ,휘발유,90769 (불분명),2359,렌터카,오토,검정 (변경),승용 (5인승),상세,법인,-,기아 올 뉴 K7(16년~현재) 2.4 GDI 프레스티지,NAVI///자동AC///크루즈컨트롤///스마트키///하이패스내장룸미러///열선시트///통풍시트///운전석///조수석,"1,540"
30어5053,KNAPB813BDK496215,2013 (20130521),D4HA,경유,72652 (불분명),1995,자가용,오토,흰색 (변경),승용 (5인승),상세,법인,-,기아 스포티지R (10년~13년) 디젤 2WD TLX 고급형,자동AC///크루즈컨트롤///스마트키///열선시트///통풍시트,880
167모2445,KNMA4C2BMGP149467,2016 (20151223),M4RK,휘발유,51918 (불분명),1998,렌터카,오토,검정 (변경),승용 (5인승),상세,법인,-,르노삼성 SM5 노바 (15년~현재) PE,크루즈컨트롤///스마트키///열선시트,710
376마3265,KPBXH3AP1GP115333,2016 (20160907),673 910,경유,114311 (불분명),1597,렌터카,오토,흰색 (변경),승용 (5인승),상세,법인,-,쌍용 티볼리 (15년~현재) 디젤 2WD TX,스마트키///하이패스내장룸미러///열선시트,650
68호3875,KMHSU81UBGU661822,2016 (20160429),D4HA,경유,78074 (불분명),1995,렌터카,오토,기타 (변경),승용 (5인승),상세,법인,-,현대 싼타페 더 프라임 (15년~18년) 디젤 2.0 2WD 모던,NAVI///자동AC///크루즈컨트롤///스마트키///하이패스내장룸미러///열선시트,"1,480"
30도0692,VF73ABHZTGJ517017,2016 (20160328),BH01,경유,82016 (불분명),1560,자가용,오토,기타 (변경),승용 (7인승),상세,법인,-,시트로엥 C4 피카소 1.6 BlueHDi 필,자동AC///크루즈컨트롤///스마트키///열선시트,"1,400"
27호9318,KMHD641UGGU058386,2016 (20151231),-,경유,135205 (불분명),0,렌터카,오토,은색 (변경),승용 (5인승),상세,법인,-,현대 아반떼 AD (15년~18년) 1.6 e-VGT 스타일,,690
71호8556,KMJWA37KBGU773745,2016 (20151113),D4CB,경유,30573 (불분명),2497,렌터카,오토,회색 (변경),승합 (12인승),상세,법인,-,현대 그랜드 스타렉스 (07년~현재) 12인승 웨건 CVX 모던,열선시트,"1,500"
46호2589,KNAPS81ADHA318918,2017 (20170117),D4HA,경유,70282 (불분명),1995,렌터카,오토,은색 (변경),승용 (5인승),상세,법인,-,기아 올 뉴 쏘렌토 (14년~17년) 디젤 2.0 4WD 프레스티지,NAVI///자동AC///크루즈컨트롤///스마트키///하이패스내장룸미러///열선시트///통풍시트///운전석,"1,620"
66거1823,WMWSU3109CT205359,2012 (20110923),N16B16A,휘발유,70180 (불분명),1598,자가용,오토,기타 (변경),승용 (4인승),상세,법인,-,미니 쿠퍼 기본형 2세대 (07년~14년),스마트키///열선시트,730
42두6445,1G6A95SX4D0144970,2013 (20140812),LTG,휘발유,80122 (불분명),1998,자가용,오토,은색 (변경),승용 (5인승),상세,법인,-,캐딜락 ATS 2.0 프리미엄 1세대 (13년~현재),NAVI///자동AC///HID///크루즈컨트롤///스마트키///HUD///정품///열선시트///메모리시트///운전석///조수석,"1,200"
142더1765,KMHE241AGGA217902,2016 (20151228),D4FD,경유,108686 (불분명),1685,렌터카,오토,은색 (변경),승용 (5인승),상세,법인,-,현대 LF 쏘나타 (14년~현재) 1.7 디젤 스타일,스마트키///열선시트,850
227라6142,KMHE341DBHA287062,2017 (20160803),L4NA,LPG,163125 (불분명),1999,렌터카,오토,검정 (변경),승용 (5인승),상세,법인,-,현대 LF 쏘나타 (14년~현재) LPI 스마트,,720
